Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
Cars 3: Driven to Win;Switch;2017;Avalanche Software;0.31;0.13;0.14;0.02;0.02;8th Gen;Hybrid;Nintendo;cars 3 driven to win
Cars: Mater-National Championship;PlayStation 2;2007;Rainbow Studios;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony;cars mater national championship
Cars: Mater-National Championship;PlayStation 3;2007;Rainbow Studios;0.41;0.37;0.01;0.0;0.03;7th Gen;Home Console;Sony;cars mater national championship
Cars: Race-O-Rama;Nintendo DS;2009;Rainbow Studios;0.48;0.35;0.09;0.0;0.04;7th Gen;Handheld;Nintendo;cars race o rama
Cars: Race-O-Rama;PlayStation 2;2009;Rainbow Studios;0.47;0.27;0.03;0.0;0.17;6th Gen;Home Console;Sony;cars race o rama
Cars: Race-O-Rama;PlayStation 3;2009;Rainbow Studios;0.19;0.14;0.03;0.0;0.02;7th Gen;Home Console;Sony;cars race o rama
Cars: Race-O-Rama;PlayStation Portable;2009;Rainbow Studios;0.42;0.29;0.07;0.0;0.06;6th Gen;Handheld;Sony;cars race o rama
Cars: Race-O-Rama;Wii;2009;Rainbow Studios;0.99;0.61;0.29;0.0;0.09;7th Gen;Home Console;Nintendo;cars race o rama
Cars: Race-O-Rama;Xbox 360;2009;Rainbow Studios;0.16;0.14;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;cars race o rama
Cars Toon: Mater's Tall Tales;Wii;2010;Papaya Studios;0.51;0.45;0.02;0.0;0.04;7th Gen;Home Console;Nintendo;cars toon maters tall tales
Cart World Series;PlayStation;1997;SCEA;0.3;0.17;0.11;0.0;0.02;5th Gen;Home Console;Sony;cart world series
Cartoon Network: Battle Crashers;Nintendo 3DS;2016;Magic Pockets;0.06;0.04;0.01;0.0;0.01;8th Gen;Handheld;Nintendo;cartoon network battle crashers
Cartoon Network: Battle Crashers;Switch;2017;Magic Pockets;0.09;0.04;0.04;0.0;0.01;8th Gen;Hybrid;Nintendo;cartoon network battle crashers
Cartoon Network: Battle Crashers;Xbox One;2016;Magic Pockets;0.07;0.05;0.01;0.0;0.01;8th Gen;Home Console;Microsoft;cartoon network battle crashers
Cartoon Network: Punch Time Explosion;Nintendo 3DS;2011;Papaya Studios;0.1;0.07;0.02;0.0;0.01;8th Gen;Handheld;Nintendo;cartoon network punch time explosion
Cartoon Network: Punch Time Explosion XL;Wii;2011;Papaya Studios;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;cartoon network punch time explosion xl
Carve;Xbox;2004;Argonaut Games;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;carve
Casper;PlayStation;1996;Funcom;0.82;0.46;0.31;0.0;0.05;5th Gen;Home Console;Sony;casper
Casper: Friends Around the World;PlayStation;2000;Sound Source Interactive, Inc.;0.18;0.1;0.07;0.0;0.01;5th Gen;Home Console;Sony;casper friends around the world
Casper: Spirit Dimensions;PlayStation 2;2001;Lucky Chicken Games;0.14;0.07;0.05;0.0;0.02;6th Gen;Home Console;Sony;casper spirit dimensions
Castle Shikigami 2;PlayStation 2;2004;Alfa System;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;castle shikigami 2
Castlevania;Nintendo 64;1999;KCEK;0.63;0.44;0.1;0.04;0.05;5th Gen;Home Console;Nintendo;castlevania
Castlevania Chronicles;PlayStation;2001;Konami Computer Entertainment Tokyo;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;castlevania chronicles
Castlevania: Curse of Darkness;PlayStation 2;2005;Konami;0.42;0.18;0.14;0.05;0.05;6th Gen;Home Console;Sony;castlevania curse of darkness
Castlevania: Curse of Darkness;Xbox;2005;Konami;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;castlevania curse of darkness
Castlevania: Dawn of Sorrow;Nintendo DS;2005;Konami;0.43;0.34;0.03;0.03;0.03;7th Gen;Handheld;Nintendo;castlevania dawn of sorrow
Castlevania Judgment;Wii;2008;Konami / Eighting;0.16;0.12;0.02;0.01;0.01;7th Gen;Home Console;Nintendo;castlevania judgment
Castlevania: Lament of Innocence;PlayStation 2;2003;Konami Computer Entertainment Tokyo;0.94;0.46;0.36;0.0;0.12;6th Gen;Home Console;Sony;castlevania lament of innocence
Castlevania: Legacy of Darkness;Nintendo 64;1999;KCEK;0.13;0.06;0.02;0.05;0.0;5th Gen;Home Console;Nintendo;castlevania legacy of darkness
Castlevania: Lords of Shadow;PlayStation 3;2010;Mercury Steam;1.12;0.5;0.37;0.1;0.15;7th Gen;Home Console;Sony;castlevania lords of shadow
Castlevania: Lords of Shadow;Xbox 360;2010;Mercury Steam;0.65;0.42;0.17;0.01;0.05;7th Gen;Home Console;Microsoft;castlevania lords of shadow
Castlevania: Lords of Shadow 2;PlayStation 3;2014;Mercury Steam;0.21;0.03;0.13;0.02;0.03;7th Gen;Home Console;Sony;castlevania lords of shadow 2
Castlevania: Lords of Shadow 2;Xbox 360;2014;Mercury Steam;0.09;0.02;0.06;0.0;0.01;7th Gen;Home Console;Microsoft;castlevania lords of shadow 2
Castlevania: Lords of Shadow - Mirror of Fate;Nintendo 3DS;2013;Mercury Steam;0.16;0.04;0.08;0.03;0.01;8th Gen;Handheld;Nintendo;castlevania lords of shadow mirror of fate
Castlevania: Lords of Shadow - Reverie;PlayStation 3;2011;;0.04;0.02;0.01;0.0;0.01;7th Gen;Home Console;Sony;castlevania lords of shadow reverie
Castlevania: Order of Ecclesia;Nintendo DS;2008;Konami;0.37;0.27;0.03;0.04;0.03;7th Gen;Handheld;Nintendo;castlevania order of ecclesia
Castlevania: Portrait of Ruin;Nintendo DS;2006;Konami;0.4;0.31;0.02;0.04;0.03;7th Gen;Handheld;Nintendo;castlevania portrait of ruin
Castlevania: Symphony of the Night;PlayStation;1997;Konami Computer Entertainment Tokyo;1.27;0.58;0.4;0.21;0.08;5th Gen;Home Console;Sony;castlevania symphony of the night
Castlevania: The Dracula X Chronicles;PlayStation Portable;2007;Konami;0.42;0.22;0.09;0.04;0.07;6th Gen;Handheld;Sony;castlevania the dracula x chronicles
Castrol Honda Superbike Racing;PlayStation;1999;Midas Interactive Entertainment;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;castrol honda superbike racing
Catan;Nintendo DS;2009;USM;0.02;0.0;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;catan
Cate West: The Vanishing Files;Nintendo DS;2008;Magellan Interactive;0.1;0.08;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;cate west the vanishing files
Catherine;PlayStation 3;2011;Atlus;0.71;0.3;0.15;0.2;0.06;7th Gen;Home Console;Sony;catherine
Catherine;Xbox 360;2011;Atlus;0.31;0.2;0.06;0.03;0.02;7th Gen;Home Console;Microsoft;catherine
Catwoman;GameCube;2004;Argonaut Games;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;catwoman
Catwoman;PlayStation 2;2004;Argonaut Games;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;catwoman
Catwoman;Xbox;2004;Argonaut Games;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;catwoman
Catz;Nintendo DS;2006;Powerhead Games;0.55;0.49;0.02;0.0;0.04;7th Gen;Handheld;Nintendo;catz
Cave Story 3D;Nintendo 3DS;2011;Nicalis;0.14;0.09;0.03;0.01;0.01;8th Gen;Handheld;Nintendo;cave story 3d
Cave Story+;Switch;2017;Studio Pixel;0.16;0.11;0.03;0.01;0.01;8th Gen;Hybrid;Nintendo;cave story+
Cel Damage;GameCube;2002;Pseudo Interactive;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;cel damage
Cel Damage;Xbox;2001;Pseudo Interactive;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;cel damage
Celebrity Sports Showdown;Wii;2008;Electronic Arts;0.45;0.18;0.22;0.0;0.05;7th Gen;Home Console;Nintendo;celebrity sports showdown
Centipede;PlayStation;1999;Leaping Lizard Software Inc.;0.65;0.36;0.25;0.0;0.04;5th Gen;Home Console;Sony;centipede
Challenge Me: Brain Puzzles 2;Nintendo DS;2010;O Games;0.1;0.05;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;challenge me brain puzzles 2
Challenge Me: Brain Puzzles 2;Wii;2010;O Games;0.05;0.0;0.05;0.0;0.0;7th Gen;Home Console;Nintendo;challenge me brain puzzles 2
Chameleon Twist;Nintendo 64;1997;Japan Supply System;0.11;0.09;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;chameleon twist
Chameleon Twist 2;Nintendo 64;1999;Japan Supply System;0.05;0.04;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;chameleon twist 2
Champion Jockey: G1 Jockey & Gallop Racer;PlayStation 3;2011;Tecmo Koei Games;0.21;0.06;0.05;0.08;0.02;7th Gen;Home Console;Sony;champion jockey g1 jockey & gallop racer
Champion Jockey: G1 Jockey & Gallop Racer;Wii;2011;Tecmo Koei Games;0.11;0.06;0.03;0.01;0.01;7th Gen;Home Console;Nintendo;champion jockey g1 jockey & gallop racer
Champion Jockey: G1 Jockey & Gallop Racer;Xbox 360;2011;Tecmo Koei Games;0.06;0.0;0.05;0.0;0.01;7th Gen;Home Console;Microsoft;champion jockey g1 jockey & gallop racer
Champions of Norrath;PlayStation 2;2004;Snowblind Studios;1.28;0.63;0.49;0.0;0.16;6th Gen;Home Console;Sony;champions of norrath
Champions: Return to Arms;PlayStation 2;2005;Snowblind Studios;0.65;0.32;0.25;0.0;0.08;6th Gen;Home Console;Sony;champions return to arms
Championship Bass;PlayStation;2000;EA Seattle;0.32;0.18;0.12;0.0;0.02;5th Gen;Home Console;Sony;championship bass
Championship Manager 2007;Xbox 360;2007;Beautiful Game Studios;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;championship manager 2007
Championship Motocross 2001 featuring Ricky Carmichael;PlayStation;2001;Funcom;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony;championship motocross 2001 featuring ricky carmichael
Championship Motocross featuring Ricky Carmichael;PlayStation;1999;Funcom;0.58;0.32;0.22;0.0;0.04;5th Gen;Home Console;Sony;championship motocross featuring ricky carmichael
Championship Surfer;PlayStation;2000;Krome Studios;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;championship surfer
Chaos Legion;PlayStation 2;2003;Capcom Production Studio 6;0.31;0.15;0.12;0.0;0.04;6th Gen;Home Console;Sony;chaos legion
Charlie and the Chocolate Factory;GameCube;2005;High Voltage Software;0.18;0.14;0.04;0.0;0.0;6th Gen;Home Console;Nintendo;charlie and the chocolate factory
Charlie and the Chocolate Factory;PlayStation 2;2005;High Voltage Software;0.34;0.17;0.13;0.0;0.04;6th Gen;Home Console;Sony;charlie and the chocolate factory
Charlie and the Chocolate Factory;Xbox;2005;High Voltage Software;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;charlie and the chocolate factory
Charlie Blasts Territory;Nintendo 64;1999;Realtime Associates;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;charlie blasts territory
Chase: Hollywood Stunt Driver;Xbox;2002;I-Imagine;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;chase hollywood stunt driver
Chegger's Party Quiz;Wii;2008;Oxygen Interactive;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Nintendo;cheggers party quiz
Chess;PlayStation;2001;Success;0.1;0.05;0.04;0.0;0.01;5th Gen;Home Console;Sony;chess
Chessmaster;PlayStation 2;2003;Ubisoft Romania;0.39;0.19;0.15;0.0;0.05;6th Gen;Home Console;Sony;chessmaster
Chessmaster;Xbox;2004;Ubisoft;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;chessmaster
Chessmaster II;PlayStation;1999;Starsphere Interactive;0.15;0.08;0.06;0.0;0.01;5th Gen;Home Console;Sony;chessmaster ii
Chessmaster: The Art of Learning;Nintendo DS;2007;Ubisoft;0.16;0.12;0.03;0.0;0.01;7th Gen;Handheld;Nintendo;chessmaster the art of learning
Chibi-Robo! Plug into Adventure!;GameCube;2006;skip Ltd.;0.39;0.23;0.06;0.09;0.01;6th Gen;Home Console;Nintendo;chibi robo! plug into adventure!
Chibi-Robo! Zip Lash;Nintendo 3DS;2015;Nintendo;0.32;0.14;0.09;0.07;0.02;8th Gen;Handheld;Nintendo;chibi robo! zip lash
Chicken Riot;Wii;2010;City Interactive;0.33;0.14;0.16;0.0;0.03;7th Gen;Home Console;Nintendo;chicken riot
Chicken Run;PlayStation;2000;Blitz Games;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;chicken run
Child of Eden;PlayStation 3;2011;Q Entertainment;0.23;0.09;0.1;0.0;0.04;7th Gen;Home Console;Sony;child of eden
Child of Eden;Xbox 360;2011;Q Entertainment;0.44;0.28;0.12;0.0;0.04;7th Gen;Home Console;Microsoft;child of eden
Child of Light;PlayStation 4;2014;Ubisoft Montreal;0.05;0.0;0.01;0.04;0.0;8th Gen;Home Console;Sony;child of light
Child of Light;PlayStation Vita;2014;Ubisoft Montreal;0.08;0.0;0.05;0.02;0.01;8th Gen;Handheld;Sony;child of light
Children of Mana;Nintendo DS;2006;Next Entertainment;0.47;0.16;0.01;0.29;0.01;7th Gen;Handheld;Nintendo;children of mana
Chili Con Carnage;PlayStation Portable;2007;Deadline Games;0.03;0.0;0.02;0.0;0.01;6th Gen;Handheld;Sony;chili con carnage
Chocobo Racing;PlayStation;1999;SquareSoft;0.45;0.07;0.05;0.3;0.03;5th Gen;Home Console;Sony;chocobo racing
Chocobo's Dungeon 2;PlayStation;1999;SquareSoft;0.7;0.04;0.03;0.58;0.05;5th Gen;Home Console;Sony;chocobos dungeon 2
Chopper Attack;Nintendo 64;1998;Seta Corporation;0.11;0.09;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;chopper attack
Choro Q;PlayStation 2;2004;Takara;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;choro q
Chou Megami Shinkou Noire Gekishin Black Heart;PlayStation Vita;2015;Unknown;0.15;0.06;0.01;0.06;0.02;8th Gen;Handheld;Sony;chou megami shinkou noire gekishin black heart
Chronicles of Mystery: Curse of the Ancient Temple;Nintendo DS;2009;City Interactive;0.19;0.07;0.1;0.0;0.02;7th Gen;Handheld;Nintendo;chronicles of mystery curse of the ancient temple
Chronicles of Mystery: The Secret Tree of Life;Nintendo DS;2011;City Interactive;0.08;0.03;0.04;0.0;0.01;7th Gen;Handheld;Nintendo;chronicles of mystery the secret tree of life
Chronicles of the Sword;PlayStation;1996;Synthetic Dimensions;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;chronicles of the sword
Chrono Cross;PlayStation;1999;;1.85;0.62;0.42;0.69;0.12;5th Gen;Home Console;Sony;chrono cross
Chrono Trigger;Nintendo DS;2008;Square Enix;1.47;0.69;0.2;0.49;0.09;7th Gen;Handheld;Nintendo;chrono trigger
Circuit Breakers;PlayStation;1998;Supersonic Software;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony;circuit breakers
Circus Maximus: Chariot Wars;Xbox;2002;Kodiak Interactive;0.07;0.05;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;circus maximus chariot wars
Cities: Skylines;PlayStation 4;2017;Colossal Order;0.31;0.15;0.07;0.04;0.05;8th Gen;Home Console;Sony;cities skylines
Cities: Skylines;Xbox One;2017;Colossal Order;0.18;0.13;0.03;0.0;0.02;8th Gen;Home Console;Microsoft;cities skylines
City Crisis;PlayStation 2;2001;Syscom Entertainment;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;city crisis
Civilization II;PlayStation;1998;LTI Grey Matter;0.28;0.15;0.11;0.0;0.02;5th Gen;Home Console;Sony;civilization ii
Clash of Elementalists;Nintendo 3DS;2013;;0.03;0.0;0.03;0.0;0.0;8th Gen;Handheld;Nintendo;clash of elementalists
Clash of the Titans;PlayStation 3;2010;;0.32;0.09;0.16;0.01;0.06;7th Gen;Home Console;Sony;clash of the titans
Clash of the Titans;Xbox 360;2010;;0.16;0.08;0.06;0.0;0.02;7th Gen;Home Console;Microsoft;clash of the titans
Clash of the Titans: The Videogame;PlayStation 3;2010;Game Republic;0.3;0.09;0.15;0.01;0.05;7th Gen;Home Console;Sony;clash of the titans the videogame
Clash of the Titans: The Videogame;Xbox 360;2010;Game Republic;0.16;0.08;0.06;0.0;0.02;7th Gen;Home Console;Microsoft;clash of the titans the videogame
Classic Word Games;Nintendo DS;2009;Ubisoft;0.51;0.09;0.36;0.0;0.06;7th Gen;Handheld;Nintendo;classic word games
ClayFighter 63 1/3;Nintendo 64;1997;Danger Productions;0.21;0.17;0.04;0.0;0.0;5th Gen;Home Console;Nintendo;clayfighter 63 1/3
Clever Kids: Creepy Crawlies;Nintendo DS;2009;Midas Interactive Entertainment;0.04;0.0;0.04;0.0;0.0;7th Gen;Handheld;Nintendo;clever kids creepy crawlies
Clever Kids: Pirates;Nintendo DS;2008;Midas Interactive Entertainment;0.03;0.0;0.03;0.0;0.0;7th Gen;Handheld;Nintendo;clever kids pirates
Clive Barker's Jericho;PlayStation 3;2007;Mercury Steam / Alchemic Productions;0.2;0.17;0.01;0.0;0.02;7th Gen;Home Console;Sony;clive barkers jericho
Clive Barker's Jericho;Xbox 360;2007;Mercury Steam / Alchemic Productions;0.31;0.28;0.01;0.0;0.02;7th Gen;Home Console;Microsoft;clive barkers jericho
Clock Tower;PlayStation;1997;Human Entertainment;0.53;0.07;0.05;0.38;0.03;5th Gen;Home Console;Sony;clock tower
Clock Tower 3;PlayStation 2;2003;SunSoft;0.33;0.1;0.08;0.12;0.03;6th Gen;Home Console;Sony;clock tower 3
Clock Tower II: The Struggle Within;PlayStation;1999;Human Entertainment;0.16;0.02;0.01;0.12;0.01;5th Gen;Home Console;Sony;clock tower ii the struggle within
Close Combat: First to Fight;Xbox;2005;Destineer;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;close combat first to fight
Cloudy With a Chance of Meatballs;Nintendo DS;2009;Ubisoft Shanghai;0.23;0.2;0.01;0.0;0.02;7th Gen;Handheld;Nintendo;cloudy with a chance of meatballs
Cloudy With a Chance of Meatballs;PlayStation 3;2009;Ubisoft Shanghai;0.11;0.09;0.01;0.0;0.01;7th Gen;Home Console;Sony;cloudy with a chance of meatballs
Club Penguin: Elite Penguin Force;Nintendo DS;2008;1st Playable Productions;3.14;1.87;0.97;0.0;0.3;7th Gen;Handheld;Nintendo;club penguin elite penguin force
Club Penguin: Elite Penguin Force - Herbert's Revenge;Nintendo DS;2010;1st Playable Productions;0.66;0.39;0.21;0.0;0.06;7th Gen;Handheld;Nintendo;club penguin elite penguin force herberts revenge
Club Penguin: Game Day!;Wii;2010;Artoon;0.96;0.55;0.32;0.0;0.09;7th Gen;Home Console;Nintendo;club penguin game day!
Clubhouse Games;Nintendo DS;2006;Agenda;3.5;0.59;1.83;0.73;0.35;7th Gen;Handheld;Nintendo;clubhouse games
CMT Presents: Karaoke Revolution Country;PlayStation 2;2006;Harmonix Music Systems;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;cmt presents karaoke revolution country
Code Lyoko;Nintendo DS;2007;DC Studios;0.04;0.03;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;code lyoko
Code Lyoko: Quest for Infinity;Wii;2007;Neko Entertainment;0.1;0.07;0.02;0.0;0.01;7th Gen;Home Console;Nintendo;code lyoko quest for infinity
Code Name: S.T.E.A.M.;Nintendo 3DS;2015;Intelligent Systems;0.23;0.14;0.05;0.02;0.02;8th Gen;Handheld;Nintendo;code name s.t.e.a.m.
Coded Arms;PlayStation Portable;2005;Konami;0.74;0.28;0.29;0.0;0.17;6th Gen;Handheld;Sony;coded arms
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.;GameCube;2005;High Voltage Software;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;codename kids next door operation v.i.d.e.o.g.a.m.e.
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.;PlayStation 2;2005;High Voltage Software;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;codename kids next door operation v.i.d.e.o.g.a.m.e.
Codename Tenka;PlayStation;1997;Psygnosis;0.09;0.05;0.03;0.0;0.01;5th Gen;Home Console;Sony;codename tenka
Cold Fear;PlayStation 2;2005;Darkworks;0.11;0.06;0.04;0.0;0.01;6th Gen;Home Console;Sony;cold fear
Cold Fear;Xbox;2005;Darkworks;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;cold fear
Cold War;Xbox;2005;Mindware Studios;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;cold war
Cold Winter;PlayStation 2;2005;Swordfish Studios;0.11;0.06;0.04;0.0;0.01;6th Gen;Home Console;Sony;cold winter
Colin McRae Rally;PlayStation;2000;Codemasters;2.86;0.09;2.43;0.12;0.22;5th Gen;Home Console;Sony;colin mcrae rally
Colin McRae Rally 04;PlayStation 2;2003;Codemasters;0.94;0.01;0.71;0.01;0.21;6th Gen;Home Console;Sony;colin mcrae rally 04
Colin McRae Rally 04;Xbox;2004;Unknown;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;colin mcrae rally 04
Colin McRae Rally 2.0;PlayStation;2000;Codemasters;0.91;0.02;0.8;0.02;0.07;5th Gen;Home Console;Sony;colin mcrae rally 2.0
Colin McRae Rally 2005;Xbox;2004;Unknown;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;colin mcrae rally 2005
Colin McRae Rally 3;PlayStation 2;2003;Codemasters;1.4;0.03;1.05;0.02;0.3;6th Gen;Home Console;Sony;colin mcrae rally 3
Colin McRae Rally 3;Xbox;2003;Codemasters;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;colin mcrae rally 3
College Hoops 2K6;PlayStation 2;2005;Visual Concepts;0.25;0.12;0.1;0.0;0.03;6th Gen;Home Console;Sony;college hoops 2k6
College Hoops 2K6;Xbox;2005;Visual Concepts;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;college hoops 2k6
College Hoops 2K8;PlayStation 2;2007;Visual Concepts;0.34;0.17;0.13;0.0;0.04;6th Gen;Home Console;Sony;college hoops 2k8
College Slam;PlayStation;1996;Iguana Entertainment;0.18;0.1;0.07;0.0;0.01;5th Gen;Home Console;Sony;college slam
Colony Wars;PlayStation;1997;Psygnosis;0.43;0.24;0.16;0.0;0.03;5th Gen;Home Console;Sony;colony wars
Colony Wars III: Red Sun;PlayStation;2000;Psygnosis;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;colony wars iii red sun
Colony Wars: Vengeance;PlayStation;1998;Psygnosis;0.24;0.13;0.09;0.0;0.02;5th Gen;Home Console;Sony;colony wars vengeance
Colosseum: Road to Freedom;PlayStation 2;2005;Goshow;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony;colosseum road to freedom
Combat Elite: WWII Paratroopers;PlayStation 2;2005;BattleBorne;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;combat elite wwii paratroopers
Combat Elite: WWII Paratroopers;Xbox;2005;BattleBorne;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;combat elite wwii paratroopers
Combat of Giants: Dinosaurs 3D;Nintendo 3DS;2011;Ubisoft;0.4;0.25;0.07;0.05;0.03;8th Gen;Handheld;Nintendo;combat of giants dinosaurs 3d
Combat: Task Force 121;Xbox;2005;Direct Action Games;0.07;0.05;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;combat task force 121
Command & Conquer;Nintendo 64;1999;Looking Glass Studios;0.27;0.22;0.05;0.0;0.0;5th Gen;Home Console;Nintendo;command & conquer
Command & Conquer;PlayStation;1997;Westwood Studios;0.4;0.22;0.15;0.0;0.03;5th Gen;Home Console;Sony;command & conquer
Command & Conquer 3: Kane's Wrath;Xbox 360;2008;EA Los Angeles;0.24;0.16;0.06;0.0;0.02;7th Gen;Home Console;Microsoft;command & conquer 3 kanes wrath
Command & Conquer 3: Tiberium Wars;Xbox 360;2007;EA Los Angeles;0.42;0.35;0.04;0.0;0.03;7th Gen;Home Console;Microsoft;command & conquer 3 tiberium wars
Command & Conquer: Red Alert;PlayStation;1997;Westwood Studios;0.42;0.23;0.16;0.0;0.03;5th Gen;Home Console;Sony;command & conquer red alert
Command & Conquer: Red Alert 3;Xbox 360;2008;EA Los Angeles;0.46;0.18;0.23;0.0;0.05;7th Gen;Home Console;Microsoft;command & conquer red alert 3
Command & Conquer: Red Alert 3 Ultimate Edition;PlayStation 3;2009;EA Los Angeles;0.36;0.14;0.16;0.0;0.06;7th Gen;Home Console;Sony;command & conquer red alert 3 ultimate edition
