;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
9680;NCAA Football 2003;PlayStation 2;2002;EA Tiburon;1.43;1.16;0.08;0.0;0.19;6th Gen;Home Console;Sony
9681;NCAA Football 2003;Xbox;2002;EA Tiburon;0.52;0.39;0.11;0.0;0.02;6th Gen;Home Console;Microsoft
9682;NCAA Football 2004;GameCube;2003;EA Tiburon;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
9683;NCAA Football 2004;PlayStation 2;2003;EA Tiburon;1.67;1.35;0.09;0.0;0.23;6th Gen;Home Console;Sony
9684;NCAA Football 2004;Xbox;2003;EA Tiburon;0.44;0.4;0.02;0.0;0.02;6th Gen;Home Console;Microsoft
9685;NCAA Football 2005;GameCube;2004;EA Tiburon;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
9686;NCAA Football 2005;PlayStation 2;2004;EA Tiburon;1.63;1.32;0.09;0.0;0.22;6th Gen;Home Console;Sony
9687;NCAA Football 2005;Xbox;2004;EA Tiburon;0.68;0.63;0.02;0.0;0.03;6th Gen;Home Console;Microsoft
9688;NCAA Football 98;PlayStation;1997;EA Tiburon;0.71;0.39;0.27;0.0;0.05;5th Gen;Home Console;Sony
9689;NCAA Football 99;PlayStation;1998;EA Tiburon;1.06;0.59;0.4;0.0;0.07;5th Gen;Home Console;Sony
9690;NCAA GameBreaker 2000;PlayStation;1999;Red Zone Entertainment;0.4;0.22;0.15;0.0;0.03;5th Gen;Home Console;Sony
9691;NCAA GameBreaker 2001;PlayStation;2000;989 Sports;0.32;0.18;0.12;0.0;0.02;5th Gen;Home Console;Sony
9692;NCAA GameBreaker 2001;PlayStation 2;2000;989 Sports;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony
9693;NCAA GameBreaker 2003;PlayStation 2;2002;989 Sports;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
9694;NCAA GameBreaker 2004;PlayStation 2;2003;989 Sports;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
9695;NCAA Gamebreaker;PlayStation;1996;SCEA;0.27;0.15;0.1;0.0;0.02;5th Gen;Home Console;Sony
9696;NCAA Gamebreaker 99;PlayStation;1998;989 Sports;0.45;0.25;0.17;0.0;0.03;5th Gen;Home Console;Sony
9697;NCAA March Madness 06;PlayStation 2;2005;EA Canada;0.54;0.45;0.02;0.0;0.07;6th Gen;Home Console;Sony
9698;NCAA March Madness 06;Xbox;2005;EA Canada;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9699;NCAA March Madness 07;PlayStation 2;2007;EA Canada;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony
9700;NCAA March Madness 07;Xbox 360;2007;EA Canada;0.21;0.19;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9701;NCAA March Madness 08;PlayStation 2;2007;EA Canada;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony
9702;NCAA March Madness 08;PlayStation 3;2007;EA Canada;0.09;0.08;0.0;0.0;0.01;7th Gen;Home Console;Sony
9703;NCAA March Madness 08;Xbox 360;2007;EA Canada;0.22;0.2;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9704;NCAA March Madness 2003;PlayStation 2;2002;NuFX;0.65;0.32;0.25;0.0;0.08;6th Gen;Home Console;Sony
9705;NCAA March Madness 2004;PlayStation 2;2003;NuFX;1.02;0.5;0.39;0.0;0.13;6th Gen;Home Console;Sony
9706;NCAA March Madness 2004;Xbox;2003;NuFX;0.24;0.18;0.05;0.0;0.01;6th Gen;Home Console;Microsoft
9707;NCAA March Madness 2005;PlayStation 2;2004;EA Canada;0.53;0.44;0.02;0.0;0.07;6th Gen;Home Console;Sony
9708;NCAA March Madness 2005;Xbox;2004;EA Canada;0.28;0.21;0.06;0.0;0.01;6th Gen;Home Console;Microsoft
9709;NCIS;PlayStation 3;2011;Ubisoft;0.13;0.07;0.04;0.0;0.02;7th Gen;Home Console;Sony
9710;NCIS;Wii;2011;Ubisoft;0.13;0.08;0.04;0.0;0.01;7th Gen;Home Console;Nintendo
9711;NCIS;Xbox 360;2011;Ubisoft;0.13;0.1;0.02;0.0;0.01;7th Gen;Home Console;Microsoft
9712;NCIS 3D;Nintendo 3DS;2012;Ubisoft;0.11;0.06;0.04;0.0;0.01;8th Gen;Handheld;Nintendo
9713;NERF N-Strike;Wii;2008;EA Salt Lake;1.09;0.91;0.09;0.0;0.09;7th Gen;Home Console;Nintendo
9714;NERF N-Strike Elite;Wii;2009;EA Salt Lake;1.0;0.93;0.0;0.0;0.07;7th Gen;Home Console;Nintendo
9715;NERF N-Strike: Double Blast Bundle;Wii;2010;EA Salt Lake;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
9716;NES Remix;Wii U;2013;Nintendo;0.29;0.18;0.0;0.09;0.02;8th Gen;Home Console;Nintendo
9717;NES Remix;Wii U;2014;;0.3;0.2;0.0;0.08;0.02;8th Gen;Home Console;Nintendo
9718;NES Remix Pack;Wii U;2014;Nintendo;0.0;0.0;0.0;0.0;0.0;8th Gen;Home Console;Nintendo
9719;NEVES;Nintendo DS;2007;BeeWorks Co., Ltd;0.01;0.01;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
9720;NFL 2K2;PlayStation 2;2001;Visual Concepts;0.89;0.44;0.34;0.0;0.11;6th Gen;Home Console;Sony
9721;NFL 2K2;Xbox;2002;Visual Concepts;0.18;0.13;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9722;NFL 2K3;GameCube;2002;Visual Concepts;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
9723;NFL 2K3;PlayStation 2;2002;Visual Concepts;1.32;1.06;0.08;0.0;0.18;6th Gen;Home Console;Sony
9724;NFL 2K3;Xbox;2002;Visual Concepts;0.51;0.38;0.11;0.0;0.02;6th Gen;Home Console;Microsoft
9725;NFL Blitz;Nintendo 64;1998;Midway Games;1.07;1.02;0.04;0.0;0.01;5th Gen;Home Console;Nintendo
9726;NFL Blitz;PlayStation;1998;Midway Games;1.5;1.41;0.05;0.0;0.04;5th Gen;Home Console;Sony
9727;NFL Blitz 20-02;GameCube;2002;Point of View;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
9728;NFL Blitz 20-02;PlayStation 2;2002;Point of View;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony
9729;NFL Blitz 20-02;Xbox;2002;Point of View;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
9730;NFL Blitz 20-03;GameCube;2002;Point of View;0.14;0.11;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
9731;NFL Blitz 20-03;PlayStation 2;2002;Point of View;0.44;0.21;0.17;0.0;0.06;6th Gen;Home Console;Sony
9732;NFL Blitz 20-03;Xbox;2002;Point of View;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft
9733;NFL Blitz 2000;Nintendo 64;1999;Avalanche Software;0.57;0.55;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9734;NFL Blitz 2000;PlayStation;1999;Midway Games;1.08;0.6;0.41;0.0;0.07;5th Gen;Home Console;Sony
9735;NFL Blitz 2001;Nintendo 64;2000;Unknown;0.41;0.34;0.07;0.0;0.0;5th Gen;Home Console;Nintendo
9736;NFL Blitz 2001;PlayStation;2000;Midway Games;0.59;0.33;0.22;0.0;0.04;5th Gen;Home Console;Sony
9737;NFL Blitz Pro;GameCube;2003;Point of View;0.02;0.02;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
9738;NFL Blitz Pro;PlayStation 2;2003;Point of View;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
9739;NFL Blitz Pro;Xbox;2003;Point of View;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9740;NFL Fever 2002;Xbox;2001;Microsoft;0.99;0.74;0.21;0.0;0.04;6th Gen;Home Console;Microsoft
9741;NFL Fever 2003;Xbox;2002;Microsoft Game Studios;0.61;0.46;0.13;0.0;0.02;6th Gen;Home Console;Microsoft
9742;NFL Fever 2004;Xbox;2003;Microsoft Game Studios;0.32;0.24;0.07;0.0;0.01;6th Gen;Home Console;Microsoft
9743;NFL GameDay;PlayStation;1995;;0.85;0.47;0.32;0.0;0.06;5th Gen;Home Console;Sony
9744;NFL GameDay '97;PlayStation;1996;SCEA;0.87;0.48;0.33;0.0;0.06;5th Gen;Home Console;Sony
9745;NFL GameDay 2000;PlayStation;1999;Red Zone Entertainment;1.8;1.0;0.68;0.0;0.12;5th Gen;Home Console;Sony
9746;NFL GameDay 2001;PlayStation;2000;989 Sports;1.01;0.56;0.38;0.0;0.07;5th Gen;Home Console;Sony
9747;NFL GameDay 2001;PlayStation 2;2000;989 Sports;0.37;0.18;0.14;0.0;0.05;6th Gen;Home Console;Sony
9748;NFL GameDay 2002;PlayStation;2001;989 Sports;0.41;0.23;0.15;0.0;0.03;5th Gen;Home Console;Sony
9749;NFL GameDay 2002;PlayStation 2;2001;Red Zone Entertainment;0.39;0.19;0.15;0.0;0.05;6th Gen;Home Console;Sony
9750;NFL GameDay 2003;PlayStation 2;2002;989 Sports;0.4;0.2;0.15;0.0;0.05;6th Gen;Home Console;Sony
9751;NFL GameDay 2004;PlayStation 2;2003;989 Sports;0.41;0.2;0.16;0.0;0.05;6th Gen;Home Console;Sony
9752;NFL GameDay 98;PlayStation;1997;989 Studios;1.68;1.58;0.06;0.0;0.04;5th Gen;Home Console;Sony
9753;NFL GameDay 99;PlayStation;1998;Red Line Studios;1.53;1.44;0.05;0.0;0.04;5th Gen;Home Console;Sony
9754;NFL Head Coach;PlayStation 2;2006;EA Tiburon;0.45;0.38;0.01;0.0;0.06;6th Gen;Home Console;Sony
9755;NFL Head Coach;Xbox;2006;EA Tiburon;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
9756;NFL Head Coach 09;PlayStation 3;2008;EA Tiburon;0.14;0.13;0.0;0.0;0.01;7th Gen;Home Console;Sony
9757;NFL Head Coach 09;Xbox 360;2008;EA Tiburon;0.12;0.11;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9758;NFL QB Club 2001;Nintendo 64;2000;High Voltage Software;0.12;0.11;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
9759;NFL Quarterback Club 2000;Nintendo 64;1999;Iguana Entertainment;0.4;0.37;0.03;0.0;0.0;5th Gen;Home Console;Nintendo
9760;NFL Quarterback Club 2002;GameCube;2001;Acclaim Entertainment;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
9761;NFL Quarterback Club 2002;PlayStation 2;2001;Acclaim Entertainment;0.22;0.11;0.08;0.0;0.03;6th Gen;Home Console;Sony
9762;NFL Quarterback Club 97;PlayStation;1996;Iguana Entertaiment;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
9763;NFL Quarterback Club 98;Nintendo 64;1997;Iguana Entertainment;1.07;1.01;0.05;0.0;0.01;5th Gen;Home Console;Nintendo
9764;NFL Quarterback Club 99;Nintendo 64;1998;Iguana Entertainment;0.61;0.59;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9765;NFL Street;GameCube;2004;EA Tiburon;0.35;0.27;0.07;0.0;0.01;6th Gen;Home Console;Nintendo
9766;NFL Street;PlayStation 2;2004;EA Tiburon;1.42;1.15;0.08;0.0;0.19;6th Gen;Home Console;Sony
9767;NFL Street;Xbox;2004;EA Tiburon;0.66;0.49;0.15;0.0;0.02;6th Gen;Home Console;Microsoft
9768;NFL Street 2;GameCube;2004;EA Tiburon;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
9769;NFL Street 2;PlayStation 2;2004;EA Tiburon;1.62;0.79;0.62;0.0;0.21;6th Gen;Home Console;Sony
9770;NFL Street 2;Xbox;2004;EA Tiburon;0.49;0.36;0.11;0.0;0.02;6th Gen;Home Console;Microsoft
9771;NFL Street 2 Unleashed;PlayStation Portable;2005;EA Tiburon;0.37;0.34;0.0;0.0;0.03;6th Gen;Handheld;Sony
9772;NFL Street 3;PlayStation Portable;2006;EA Tiburon;0.26;0.24;0.0;0.0;0.02;6th Gen;Handheld;Sony
9773;NFL Tour;PlayStation 3;2008;EA Tiburon;0.12;0.1;0.01;0.0;0.01;7th Gen;Home Console;Sony
9774;NFL Tour;Xbox 360;2008;EA Tiburon;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9775;NFL Xtreme;PlayStation;1998;989 Sports;0.69;0.38;0.26;0.0;0.05;5th Gen;Home Console;Sony
9776;NFL Xtreme 2;PlayStation;1999;989 Sports;0.48;0.27;0.18;0.0;0.03;5th Gen;Home Console;Sony
9777;NG;PlayStation Vita;2018;Experience Inc.;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
9778;NHL 06;GameCube;2005;EA Canada;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
9779;NHL 06;PlayStation 2;2005;EA Canada;0.58;0.48;0.02;0.0;0.08;6th Gen;Home Console;Sony
9780;NHL 06;Xbox;2005;EA Canada;0.25;0.19;0.05;0.0;0.01;6th Gen;Home Console;Microsoft
9781;NHL 07;PlayStation 2;2006;EA Montreal;0.51;0.42;0.02;0.0;0.07;6th Gen;Home Console;Sony
9782;NHL 07;PlayStation Portable;2006;EA Montreal;0.17;0.13;0.02;0.0;0.02;6th Gen;Handheld;Sony
9783;NHL 07;Xbox;2006;EA Montreal;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9784;NHL 07;Xbox 360;2006;EA Canada;0.27;0.25;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9785;NHL 08;PlayStation 3;2007;EA Canada;0.25;0.16;0.06;0.0;0.03;7th Gen;Home Console;Sony
9786;NHL 08;Xbox 360;2007;Unknown;0.25;0.22;0.01;0.0;0.02;7th Gen;Home Console;Microsoft
9787;NHL 09;PlayStation 2;2008;EA Canada;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony
9788;NHL 09;PlayStation 3;2008;EA Canada;0.34;0.29;0.02;0.0;0.03;7th Gen;Home Console;Sony
9789;NHL 09;Xbox 360;2008;EA Canada;0.5;0.45;0.01;0.0;0.04;7th Gen;Home Console;Microsoft
9790;NHL 10;PlayStation 3;2009;EA Canada;0.57;0.38;0.12;0.0;0.07;7th Gen;Home Console;Sony
9791;NHL 10;Xbox 360;2009;EA Canada;0.67;0.51;0.1;0.0;0.06;7th Gen;Home Console;Microsoft
9792;NHL 11;PlayStation 3;2010;EA Canada;0.6;0.4;0.13;0.0;0.07;7th Gen;Home Console;Sony
9793;NHL 11;Xbox 360;2010;EA Canada;0.73;0.61;0.07;0.0;0.05;7th Gen;Home Console;Microsoft
9794;NHL 12;PlayStation 3;2011;EA Canada;0.59;0.36;0.16;0.0;0.07;7th Gen;Home Console;Sony
9795;NHL 12;Xbox 360;2011;EA Canada;0.7;0.55;0.1;0.0;0.05;7th Gen;Home Console;Microsoft
9796;NHL 13;PlayStation 3;2012;EA Canada;0.66;0.33;0.23;0.0;0.1;7th Gen;Home Console;Sony
9797;NHL 13;Xbox 360;2012;EA Canada;0.68;0.51;0.11;0.0;0.06;7th Gen;Home Console;Microsoft
9798;NHL 14;PlayStation 3;2013;EA Canada;0.57;0.28;0.19;0.0;0.1;7th Gen;Home Console;Sony
9799;NHL 14;Xbox 360;2013;EA Canada;0.54;0.4;0.09;0.0;0.05;7th Gen;Home Console;Microsoft
9800;NHL 15;PlayStation 3;2014;EA Canada;0.38;0.22;0.09;0.0;0.07;7th Gen;Home Console;Sony
9801;NHL 15;PlayStation 4;2014;EA Canada;0.62;0.32;0.19;0.0;0.11;8th Gen;Home Console;Sony
9802;NHL 15;Xbox 360;2014;EA Canada;0.45;0.35;0.05;0.0;0.05;7th Gen;Home Console;Microsoft
9803;NHL 15;Xbox One;2014;EA Canada;0.42;0.32;0.06;0.0;0.04;8th Gen;Home Console;Microsoft
9804;NHL 16;PlayStation 3;2015;EA Canada;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Sony
9805;NHL 16;PlayStation 4;2015;EA Canada;0.66;0.38;0.16;0.0;0.12;8th Gen;Home Console;Sony
9806;NHL 16;Xbox 360;2015;EA Canada;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft
9807;NHL 16;Xbox One;2015;EA Canada;0.51;0.41;0.05;0.0;0.05;8th Gen;Home Console;Microsoft
9808;NHL 17;PlayStation 4;2016;EA Canada;0.52;0.32;0.11;0.0;0.09;8th Gen;Home Console;Sony
9809;NHL 17;Xbox One;2016;EA Canada;0.59;0.52;0.01;0.0;0.06;8th Gen;Home Console;Microsoft
9810;NHL 18;PlayStation 4;2017;EA Canada;0.57;0.31;0.16;0.0;0.1;8th Gen;Home Console;Sony
9811;NHL 18;Xbox One;2017;EA Canada;0.39;0.32;0.03;0.0;0.04;8th Gen;Home Console;Microsoft
9812;NHL 19;PlayStation 4;2018;EA Canada;0.43;0.26;0.09;0.0;0.08;8th Gen;Home Console;Sony
9813;NHL 19;Xbox One;2018;EA Canada;0.29;0.26;0.0;0.0;0.03;8th Gen;Home Console;Microsoft
9814;NHL 2000;PlayStation;1999;EA Canada;0.87;0.48;0.33;0.0;0.06;5th Gen;Home Console;Sony
9815;NHL 2001;PlayStation;2000;Page 44 Studios;0.63;0.35;0.24;0.0;0.04;5th Gen;Home Console;Sony
9816;NHL 2001;PlayStation 2;2000;EA Canada;0.96;0.47;0.37;0.0;0.12;6th Gen;Home Console;Sony
9817;NHL 2002;PlayStation 2;2001;EA Canada;1.2;0.59;0.46;0.0;0.15;6th Gen;Home Console;Sony
9818;NHL 2002;Xbox;2001;EA Canada;0.27;0.2;0.06;0.0;0.01;6th Gen;Home Console;Microsoft
9819;NHL 2003;GameCube;2002;EA Canada;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
9820;NHL 2003;PlayStation 2;2002;EA Canada;0.94;0.46;0.36;0.0;0.12;6th Gen;Home Console;Sony
9821;NHL 2003;Xbox;2002;EA Canada;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9822;NHL 2004;GameCube;2003;EA Black Box;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
9823;NHL 2004;PlayStation 2;2003;EA Black Box;0.96;0.47;0.37;0.0;0.12;6th Gen;Home Console;Sony
9824;NHL 2004;Xbox;2003;EA Black Box;0.18;0.13;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9825;NHL 2005;GameCube;2004;EA Canada;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
9826;NHL 2005;PlayStation 2;2004;EA Canada;0.45;0.22;0.17;0.0;0.06;6th Gen;Home Console;Sony
9827;NHL 2005;Xbox;2004;EA Canada;0.16;0.12;0.03;0.0;0.01;6th Gen;Home Console;Microsoft
9828;NHL 2K10;PlayStation 2;2009;Visual Concepts;0.36;0.17;0.14;0.0;0.05;6th Gen;Home Console;Sony
9829;NHL 2K10;PlayStation 3;2009;Visual Concepts;0.15;0.13;0.01;0.0;0.01;7th Gen;Home Console;Sony
9830;NHL 2K10;Wii;2009;Visual Concepts;0.36;0.32;0.01;0.0;0.03;7th Gen;Home Console;Nintendo
9831;NHL 2K10;Xbox 360;2009;Visual Concepts;0.14;0.11;0.02;0.0;0.01;7th Gen;Home Console;Microsoft
9832;NHL 2K11;Wii;2010;Visual Concepts;0.27;0.23;0.02;0.0;0.02;7th Gen;Home Console;Nintendo
9833;NHL 2K3;GameCube;2002;Treyarch;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
9834;NHL 2K3;PlayStation 2;2002;Treyarch;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony
9835;NHL 2K3;Xbox;2002;Treyarch;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
9836;NHL 2K6;PlayStation 2;2005;Kush Games;0.42;0.21;0.16;0.0;0.05;6th Gen;Home Console;Sony
9837;NHL 2K6;Xbox;2005;Kush Games;0.22;0.16;0.05;0.0;0.01;6th Gen;Home Console;Microsoft
9838;NHL 2K6;Xbox 360;2005;Kush Games;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9839;NHL 2K7;PlayStation 3;2006;2K Sports;0.12;0.11;0.0;0.0;0.01;7th Gen;Home Console;Sony
9840;NHL 2K7;Xbox;2006;2K Sports;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
9841;NHL 2K7;Xbox 360;2006;2K Sports;0.08;0.07;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9842;NHL 2K8;PlayStation 3;2007;Kush Games;0.1;0.08;0.01;0.0;0.01;7th Gen;Home Console;Sony
9843;NHL 2K8;Xbox 360;2007;Kush Games;0.13;0.11;0.01;0.0;0.01;7th Gen;Home Console;Microsoft
9844;NHL 2K9;PlayStation 2;2008;Visual Concepts;0.14;0.07;0.05;0.0;0.02;6th Gen;Home Console;Sony
9845;NHL 2K9;PlayStation 3;2008;Visual Concepts;0.13;0.11;0.01;0.0;0.01;7th Gen;Home Console;Sony
9846;NHL 2K9;Wii;2008;Visual Concepts;0.06;0.06;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
9847;NHL 2K9;Xbox 360;2008;Visual Concepts;0.17;0.15;0.01;0.0;0.01;7th Gen;Home Console;Microsoft
9848;NHL 97;PlayStation;1996;Visual Concepts;0.47;0.26;0.18;0.0;0.03;5th Gen;Home Console;Sony
9849;NHL 98;PlayStation;1997;EA Canada;0.92;0.51;0.35;0.0;0.06;5th Gen;Home Console;Sony
9850;NHL 99;Nintendo 64;1998;MBL Research;0.39;0.38;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
9851;NHL 99;PlayStation;1998;EA Canada;1.06;0.59;0.4;0.0;0.07;5th Gen;Home Console;Sony
9852;NHL Blades of Steel '99;Nintendo 64;1999;Konami Computer Entertainment Osaka;0.05;0.05;0.0;0.0;0.0;5th Gen;Home Console;Nintendo
9853;NHL Blades of Steel 2000;PlayStation;2000;Konami;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony
9854;NHL Breakaway 98;Nintendo 64;1998;Iguana Entertainment;0.32;0.3;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9855;NHL Breakaway 98;PlayStation;1997;Sculptured Software;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony
9856;NHL Breakaway 99;Nintendo 64;1998;Iguana Entertainment;0.08;0.07;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
9857;NHL Championship 2000;PlayStation;1999;Fox Interactive;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
9858;NHL FaceOff;PlayStation;1994;;0.45;0.25;0.17;0.0;0.03;5th Gen;Home Console;Sony
9859;NHL FaceOff '97;PlayStation;1996;Killer Game;0.46;0.26;0.17;0.0;0.03;5th Gen;Home Console;Sony
9860;NHL FaceOff 2000;PlayStation;1999;SolWorks;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony
9861;NHL FaceOff 2001;PlayStation;2000;SolWorks;0.24;0.13;0.09;0.0;0.02;5th Gen;Home Console;Sony
9862;NHL FaceOff 2001;PlayStation 2;2001;989 Sports;0.19;0.1;0.07;0.0;0.02;6th Gen;Home Console;Sony
9863;NHL FaceOff 2003;PlayStation 2;2002;989 Sports;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
9864;NHL FaceOff 98;PlayStation;1997;Killer Game;0.5;0.28;0.19;0.0;0.03;5th Gen;Home Console;Sony
9865;NHL FaceOff 99;PlayStation;1998;Killer Game;0.43;0.24;0.16;0.0;0.03;5th Gen;Home Console;Sony
9866;NHL Hitz 20-02;GameCube;2001;EA Black Box;0.21;0.16;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
9867;NHL Hitz 20-02;PlayStation 2;2001;EA Black Box;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony
9868;NHL Hitz 20-02;Xbox;2001;EA Black Box;0.27;0.2;0.06;0.0;0.01;6th Gen;Home Console;Microsoft
9869;NHL Hitz 20-03;GameCube;2002;EA Black Box;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
9870;NHL Hitz 20-03;PlayStation 2;2002;EA Black Box;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony
9871;NHL Hitz 20-03;Xbox;2002;EA Black Box;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
9872;NHL Hitz Pro;GameCube;2003;Next Level Games;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
9873;NHL Hitz Pro;PlayStation 2;2003;Next Level Games;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
9874;NHL Hitz Pro;Xbox;2003;Next Level Games;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9875;NHL Legacy;PlayStation 3;2015;;0.04;0.03;0.0;0.0;0.01;7th Gen;Home Console;Sony
9876;NHL Legacy;Xbox 360;2015;;0.06;0.05;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9877;NHL Open Ice;PlayStation;1996;Avalanche Software;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony
9878;NHL Powerplay '96;PlayStation;1996;Radical Entertainment;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony
9879;NHL Powerplay 98;PlayStation;1997;Radical Entertainment;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony
9880;NHL Rivals 2004;Xbox;2003;Microsoft Game Studios;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
9881;NHL Rock the Rink;PlayStation;2000;Electronic Arts;0.26;0.14;0.1;0.0;0.02;5th Gen;Home Console;Sony
9882;NHL Slapshot;Wii;2010;EA Canada;0.42;0.39;0.0;0.0;0.03;7th Gen;Home Console;Nintendo
9883;NHL-Legacy Edition;PlayStation 3;2015;EA Canada;0.07;0.06;0.0;0.0;0.01;7th Gen;Home Console;Sony
9884;NHL-Legacy Edition;Xbox 360;2015;EA Canada;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9885;NHRA Championship Drag Racing;PlayStation 2;2005;Lucky Chicken;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony
9886;NHRA Drag Racing: Countdown to the Championship;PlayStation 2;2007;Pipeworks Software, Inc.;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony
9887;NHRA Drag Racing: Countdown to the Championship;PlayStation Portable;2007;Pipeworks Software, Inc.;0.03;0.03;0.0;0.0;0.0;6th Gen;Handheld;Sony
9888;NOÃ«L: La Neige;PlayStation;1998;;0.07;0.0;0.0;0.07;0.0;5th Gen;Home Console;Sony
9889;NOÃ«L: NOT DiGITAL;PlayStation;1996;;0.21;0.0;0.0;0.2;0.01;5th Gen;Home Console;Sony
9890;NO√´L: La Neige;PlayStation;1998;Pioneer LDC;0.07;0.0;0.0;0.07;0.0;5th Gen;Home Console;Sony
9891;NO√´L: NOT DiGITAL;PlayStation;1996;Pioneer LDC;0.21;0.0;0.0;0.2;0.01;5th Gen;Home Console;Sony
9892;NPPL Championship Paintball 2009;PlayStation 2;2008;Sand Grain Studios;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony
9893;NPPL Championship Paintball 2009;PlayStation 3;2008;Sand Grain Studios;0.17;0.15;0.0;0.0;0.02;7th Gen;Home Console;Sony
