;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
9467;NBA 2K11;PlayStation Portable;2010;Visual Concepts;0.42;0.39;0.0;0.0;0.03;6th Gen;Handheld;Sony
9468;NBA 2K11;Wii;2010;Visual Concepts;0.51;0.47;0.01;0.0;0.03;7th Gen;Home Console;Nintendo
9469;NBA 2K11;Xbox 360;2010;Visual Concepts;2.12;1.86;0.12;0.01;0.13;7th Gen;Home Console;Microsoft
9470;NBA 2K12;PlayStation 3;2011;Visual Concepts;2.12;1.62;0.27;0.05;0.18;7th Gen;Home Console;Sony
9471;NBA 2K12;PlayStation Portable;2011;Visual Concepts;0.28;0.22;0.03;0.0;0.03;6th Gen;Handheld;Sony
9472;NBA 2K12;Wii;2011;Visual Concepts;0.34;0.29;0.03;0.0;0.02;7th Gen;Home Console;Nintendo
9473;NBA 2K12;Xbox 360;2011;Visual Concepts;2.64;2.32;0.14;0.01;0.17;7th Gen;Home Console;Microsoft
9474;NBA 2K13;PlayStation 3;2012;Visual Concepts;2.64;1.74;0.46;0.05;0.39;7th Gen;Home Console;Sony
9475;NBA 2K13;PlayStation Portable;2012;Visual Concepts;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony
9476;NBA 2K13;Wii;2012;Visual Concepts;0.43;0.36;0.03;0.0;0.04;7th Gen;Home Console;Nintendo
9477;NBA 2K13;Wii U;2012;Visual Concepts;0.13;0.08;0.04;0.0;0.01;8th Gen;Home Console;Nintendo
9478;NBA 2K13;Xbox 360;2012;Visual Concepts;3.12;2.62;0.21;0.01;0.28;7th Gen;Home Console;Microsoft
9479;NBA 2K14;PlayStation 3;2013;Visual Concepts;2.22;1.45;0.34;0.04;0.39;7th Gen;Home Console;Sony
9480;NBA 2K14;PlayStation 4;2013;Visual Concepts;1.54;0.91;0.35;0.01;0.27;8th Gen;Home Console;Sony
9481;NBA 2K14;Xbox 360;2013;Visual Concepts;2.57;2.11;0.19;0.0;0.27;7th Gen;Home Console;Microsoft
9482;NBA 2K14;Xbox One;2013;Visual Concepts;0.93;0.72;0.12;0.0;0.09;8th Gen;Home Console;Microsoft
9483;NBA 2K15;PlayStation 3;2014;Visual Concepts;1.37;0.89;0.22;0.02;0.24;7th Gen;Home Console;Sony
9484;NBA 2K15;PlayStation 4;2014;Visual Concepts;2.49;1.49;0.55;0.01;0.44;8th Gen;Home Console;Sony
9485;NBA 2K15;Xbox 360;2014;Visual Concepts;1.65;1.37;0.11;0.0;0.17;7th Gen;Home Console;Microsoft
9486;NBA 2K15;Xbox One;2014;Visual Concepts;1.75;1.39;0.18;0.0;0.18;8th Gen;Home Console;Microsoft
9487;NBA 2K16;PlayStation 3;2015;Visual Concepts;0.79;0.49;0.12;0.05;0.13;7th Gen;Home Console;Sony
9488;NBA 2K16;PlayStation 4;2015;Visual Concepts;3.98;2.56;0.66;0.05;0.71;8th Gen;Home Console;Sony
9489;NBA 2K16;Xbox 360;2015;Visual Concepts;1.02;0.86;0.05;0.0;0.11;7th Gen;Home Console;Microsoft
9490;NBA 2K16;Xbox One;2015;Visual Concepts;2.41;2.01;0.15;0.0;0.25;8th Gen;Home Console;Microsoft
9491;NBA 2K17;PlayStation 3;2016;Visual Concepts;0.34;0.16;0.11;0.02;0.05;7th Gen;Home Console;Sony
9492;NBA 2K17;PlayStation 4;2016;Visual Concepts;3.53;2.28;0.59;0.03;0.63;8th Gen;Home Console;Sony
9493;NBA 2K17;Xbox 360;2016;Visual Concepts;0.36;0.26;0.06;0.0;0.04;7th Gen;Home Console;Microsoft
9494;NBA 2K17;Xbox One;2016;Visual Concepts;2.03;1.7;0.12;0.0;0.21;8th Gen;Home Console;Microsoft
9495;NBA 2K18;PlayStation 3;2017;Visual Concepts;0.09;0.06;0.01;0.01;0.01;7th Gen;Home Console;Sony
9496;NBA 2K18;PlayStation 4;2017;Visual Concepts;3.33;2.13;0.57;0.04;0.59;8th Gen;Home Console;Sony
9497;NBA 2K18;Switch;2017;Visual Concepts;0.43;0.3;0.06;0.03;0.04;8th Gen;Hybrid;Nintendo
9498;NBA 2K18;Xbox 360;2017;Visual Concepts;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Microsoft
9499;NBA 2K18;Xbox One;2017;Visual Concepts;2.02;1.67;0.14;0.0;0.21;8th Gen;Home Console;Microsoft
9500;NBA 2K19;PlayStation 4;2018;Visual Concepts;2.63;1.69;0.44;0.03;0.47;8th Gen;Home Console;Sony
9501;NBA 2K19;Switch;2018;Visual Concepts;0.3;0.24;0.02;0.01;0.03;8th Gen;Hybrid;Nintendo
9502;NBA 2K19;Xbox One;2018;Visual Concepts;1.73;1.47;0.08;0.0;0.18;8th Gen;Home Console;Microsoft
9503;NBA 2K2;GameCube;2002;Visual Concepts;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
9504;NBA 2K2;PlayStation 2;2002;Visual Concepts;1.21;0.59;0.46;0.01;0.15;6th Gen;Home Console;Sony
9505;NBA 2K2;Xbox;2002;Visual Concepts;0.2;0.15;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9506;NBA 2K3;GameCube;2002;Visual Concepts;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
9507;NBA 2K3;PlayStation 2;2002;Visual Concepts;1.04;0.51;0.4;0.0;0.13;6th Gen;Home Console;Sony
9508;NBA 2K3;Xbox;2002;Visual Concepts;0.32;0.24;0.07;0.0;0.01;6th Gen;Home Console;Microsoft
9509;NBA 2K6;PlayStation 2;2005;Unknown;0.88;0.43;0.34;0.0;0.11;6th Gen;Home Console;Sony
9510;NBA 2K6;Xbox;2005;Unknown;0.36;0.27;0.08;0.0;0.01;6th Gen;Home Console;Microsoft
9511;NBA 2K6;Xbox 360;2005;Unknown;0.24;0.21;0.01;0.0;0.02;7th Gen;Home Console;Microsoft
9512;NBA 2K7;PlayStation 2;2006;Visual Concepts;0.78;0.65;0.02;0.0;0.11;6th Gen;Home Console;Sony
9513;NBA 2K7;PlayStation 3;2006;Visual Concepts;0.37;0.3;0.04;0.0;0.03;7th Gen;Home Console;Sony
9514;NBA 2K7;Xbox;2006;Visual Concepts;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9515;NBA 2K7;Xbox 360;2006;Visual Concepts;0.6;0.55;0.0;0.0;0.05;7th Gen;Home Console;Microsoft
9516;NBA 2K8;PlayStation 2;2007;Visual Concepts;0.6;0.5;0.02;0.0;0.08;6th Gen;Home Console;Sony
9517;NBA 2K8;PlayStation 3;2007;Visual Concepts;0.56;0.5;0.01;0.0;0.05;7th Gen;Home Console;Sony
9518;NBA 2K8;Xbox 360;2007;Visual Concepts;0.86;0.79;0.0;0.0;0.07;7th Gen;Home Console;Microsoft
9519;NBA 2K9;PlayStation 2;2008;Visual Concepts;0.41;0.34;0.01;0.0;0.06;6th Gen;Home Console;Sony
9520;NBA 2K9;PlayStation 3;2008;Visual Concepts;0.61;0.56;0.0;0.0;0.05;7th Gen;Home Console;Sony
9521;NBA 2K9;Xbox 360;2008;Visual Concepts;1.27;1.0;0.16;0.0;0.11;7th Gen;Home Console;Microsoft
9522;NBA Ballers;PlayStation 2;2004;Midway;1.65;0.81;0.63;0.0;0.21;6th Gen;Home Console;Sony
9523;NBA Ballers;Xbox;2004;Midway;0.5;0.37;0.11;0.0;0.02;6th Gen;Home Console;Microsoft
9524;NBA Ballers: Chosen One;PlayStation 3;2008;Midway Games;0.15;0.13;0.0;0.0;0.02;7th Gen;Home Console;Sony
9525;NBA Ballers: Chosen One;Xbox 360;2008;Midway Games;0.2;0.18;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9526;NBA Ballers: Phenom;PlayStation 2;2006;Midway;0.47;0.23;0.18;0.0;0.06;6th Gen;Home Console;Sony
9527;NBA Ballers: Phenom;Xbox;2006;Midway;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
9528;NBA Ballers: Rebound;PlayStation Portable;2006;Backbone Entertainment;0.1;0.09;0.0;0.0;0.01;6th Gen;Handheld;Sony
9529;NBA Courtside 2 featuring Kobe Bryant;Nintendo 64;1999;Left Field Productions;0.25;0.2;0.05;0.0;0.0;5th Gen;Home Console;Nintendo
9530;NBA Courtside 2002;GameCube;2002;Left Field Productions;0.25;0.19;0.05;0.0;0.01;6th Gen;Home Console;Nintendo
9531;NBA Hangtime;Nintendo 64;1997;Fun Com;0.56;0.48;0.08;0.0;0.0;5th Gen;Home Console;Nintendo
9532;NBA Hangtime;PlayStation;1997;Midway Games;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony
9533;NBA Hoopz;PlayStation;2001;Eurocom Entertainment Software;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony
9534;NBA Hoopz;PlayStation 2;2001;Eurocom Entertainment Software;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
9535;NBA In The Zone;PlayStation;1995;Konami;0.29;0.16;0.11;0.0;0.02;5th Gen;Home Console;Sony
9536;NBA In The Zone '98;Nintendo 64;1998;Konami Computer Entertainment Osaka;0.27;0.25;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9537;NBA In The Zone '99;Nintendo 64;1999;Konami Computer Entertainment Osaka;0.04;0.04;0.0;0.0;0.0;5th Gen;Home Console;Nintendo
9538;NBA In The Zone 2000;PlayStation;2000;KCEO;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
9539;NBA Inside Drive 2002;Xbox;2002;High Voltage Software;0.37;0.28;0.08;0.0;0.01;6th Gen;Home Console;Microsoft
9540;NBA Inside Drive 2003;Xbox;2002;High Voltage Software;0.31;0.23;0.07;0.0;0.01;6th Gen;Home Console;Microsoft
9541;NBA Inside Drive 2004;Xbox;2003;High Voltage Software;0.18;0.13;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9542;NBA JAM Tournament Edition;PlayStation;1995;Iguana Entertainment;0.25;0.14;0.09;0.0;0.02;5th Gen;Home Console;Sony
9543;NBA Jam;PlayStation 2;2003;Acclaim Entertainment;0.41;0.2;0.16;0.0;0.05;6th Gen;Home Console;Sony
9544;NBA Jam;PlayStation 3;2010;EA Tiburon;0.4;0.22;0.12;0.0;0.06;7th Gen;Home Console;Sony
9545;NBA Jam;Wii;2010;EA Canada;0.4;0.36;0.02;0.0;0.02;7th Gen;Home Console;Nintendo
9546;NBA Jam;Xbox;2003;Acclaim Entertainment;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
9547;NBA Jam;Xbox 360;2010;EA Tiburon;0.39;0.27;0.09;0.0;0.03;7th Gen;Home Console;Microsoft
9548;NBA Jam 2000;Nintendo 64;1999;Acclaim Entertainment;0.13;0.12;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
9549;NBA Jam 99;Nintendo 64;1998;Iguana Entertainment;0.27;0.25;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9550;NBA Jam Extreme;PlayStation;1996;Sculptured Software;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
9551;NBA Jam Tournament Edition;PlayStation;1995;;0.25;0.14;0.09;0.0;0.02;5th Gen;Home Console;Sony
9552;NBA Live 06;GameCube;2005;EA Canada;0.33;0.25;0.07;0.0;0.01;6th Gen;Home Console;Nintendo
9553;NBA Live 06;PlayStation Portable;2005;EA Canada;0.42;0.39;0.0;0.0;0.03;6th Gen;Handheld;Sony
9554;NBA Live 06;Xbox;2005;EA Canada;0.64;0.57;0.04;0.0;0.03;6th Gen;Home Console;Microsoft
9555;NBA Live 06;Xbox 360;2005;EA Canada;0.29;0.27;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9556;NBA Live 06 (All region sales);PlayStation 2;2005;EA Canada;1.64;1.44;0.15;0.0;0.05;6th Gen;Home Console;Sony
9557;NBA Live 06 (Weekly american sales);PlayStation 2;2005;EA Canada;1.42;1.35;0.05;0.0;0.02;6th Gen;Home Console;Sony
9558;NBA Live 07;PlayStation 2;2006;EA Canada;1.3;1.07;0.04;0.02;0.17;6th Gen;Home Console;Sony
9559;NBA Live 07;PlayStation Portable;2006;EA Canada;0.51;0.47;0.0;0.0;0.04;6th Gen;Handheld;Sony
9560;NBA Live 07;Xbox;2006;EA Canada;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9561;NBA Live 07;Xbox 360;2006;EA Canada;0.47;0.43;0.0;0.0;0.04;7th Gen;Home Console;Microsoft
9562;NBA Live 08;PlayStation 2;2007;EA Canada;0.72;0.59;0.02;0.01;0.1;6th Gen;Home Console;Sony
9563;NBA Live 08;PlayStation 3;2007;EA Canada;0.64;0.56;0.02;0.01;0.05;7th Gen;Home Console;Sony
9564;NBA Live 08;PlayStation Portable;2007;EA Canada;0.3;0.28;0.0;0.0;0.02;6th Gen;Handheld;Sony
9565;NBA Live 08;Wii;2007;EA Canada;0.16;0.15;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
9566;NBA Live 08;Xbox 360;2007;EA Canada;0.51;0.47;0.0;0.0;0.04;7th Gen;Home Console;Microsoft
9567;NBA Live 09;PlayStation 2;2008;EA Canada;0.39;0.32;0.01;0.01;0.05;6th Gen;Home Console;Sony
9568;NBA Live 09;PlayStation 3;2008;EA Canada;0.52;0.46;0.0;0.02;0.04;7th Gen;Home Console;Sony
9569;NBA Live 09;PlayStation Portable;2008;EA Canada;0.39;0.23;0.07;0.03;0.06;6th Gen;Handheld;Sony
9570;NBA Live 09;Xbox 360;2008;EA Canada;0.72;0.51;0.14;0.0;0.07;7th Gen;Home Console;Microsoft
9571;NBA Live 09 All-Play;Wii;2008;EA Canada;0.23;0.19;0.02;0.0;0.02;7th Gen;Home Console;Nintendo
9572;NBA Live 10;PlayStation 3;2009;EA Canada;0.55;0.46;0.03;0.01;0.05;7th Gen;Home Console;Sony
9573;NBA Live 10;PlayStation Portable;2009;EA Canada;0.24;0.21;0.0;0.01;0.02;6th Gen;Handheld;Sony
9574;NBA Live 10;Xbox 360;2009;EA Canada;0.45;0.4;0.02;0.0;0.03;7th Gen;Home Console;Microsoft
9575;NBA Live 14;PlayStation 4;2013;EA Tiburon;0.27;0.17;0.05;0.0;0.05;8th Gen;Home Console;Sony
9576;NBA Live 14;Xbox One;2013;EA Tiburon;0.23;0.19;0.02;0.0;0.02;8th Gen;Home Console;Microsoft
9577;NBA Live 15;PlayStation 4;2014;EA Tiburon;0.24;0.16;0.04;0.0;0.04;8th Gen;Home Console;Sony
9578;NBA Live 15;Xbox One;2014;EA Tiburon;0.22;0.18;0.02;0.0;0.02;8th Gen;Home Console;Microsoft
9579;NBA Live 16;PlayStation 4;2015;EA Tiburon;0.22;0.13;0.05;0.0;0.04;8th Gen;Home Console;Sony
9580;NBA Live 16;Xbox One;2015;EA Tiburon;0.13;0.11;0.01;0.0;0.01;8th Gen;Home Console;Microsoft
9581;NBA Live 18;PlayStation 4;2017;EA Sports;0.25;0.2;0.0;0.0;0.05;8th Gen;Home Console;Sony
9582;NBA Live 18;Xbox One;2017;EA Sports;0.2;0.18;0.0;0.0;0.02;8th Gen;Home Console;Microsoft
9583;NBA Live 19;PlayStation 4;2018;EA Tiburon;0.19;0.15;0.0;0.0;0.04;8th Gen;Home Console;Sony
9584;NBA Live 19;Xbox One;2018;EA Tiburon;0.15;0.13;0.0;0.0;0.02;8th Gen;Home Console;Microsoft
9585;NBA Live 2000;Nintendo 64;1999;NuFX;0.44;0.42;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9586;NBA Live 2000;PlayStation;1999;NuFX;1.51;1.43;0.05;0.0;0.03;5th Gen;Home Console;Sony
9587;NBA Live 2001;PlayStation;2000;EA Canada;1.25;0.7;0.47;0.0;0.08;5th Gen;Home Console;Sony
9588;NBA Live 2001;PlayStation 2;2001;EA Canada;1.09;0.52;0.4;0.04;0.13;6th Gen;Home Console;Sony
9589;NBA Live 2002;PlayStation;2001;EA Canada;0.51;0.29;0.19;0.0;0.03;5th Gen;Home Console;Sony
9590;NBA Live 2002;PlayStation 2;2001;EA Canada;1.86;0.91;0.71;0.0;0.24;6th Gen;Home Console;Sony
9591;NBA Live 2002;Xbox;2001;EA Canada;0.4;0.35;0.03;0.0;0.02;6th Gen;Home Console;Microsoft
9592;NBA Live 2003;GameCube;2002;EA Canada;0.3;0.23;0.06;0.0;0.01;6th Gen;Home Console;Nintendo
9593;NBA Live 2003;PlayStation 2;2002;EA Canada;1.65;1.25;0.15;0.03;0.22;6th Gen;Home Console;Sony
9594;NBA Live 2003;Xbox;2002;EA Canada;0.36;0.31;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
9595;NBA Live 2004;GameCube;2003;EA Canada;0.27;0.21;0.05;0.0;0.01;6th Gen;Home Console;Nintendo
9596;NBA Live 2004;PlayStation 2;2003;EA Canada;2.02;1.57;0.18;0.0;0.27;6th Gen;Home Console;Sony
9597;NBA Live 2004;Xbox;2003;EA Canada;0.5;0.44;0.04;0.0;0.02;6th Gen;Home Console;Microsoft
9598;NBA Live 2005;GameCube;2004;EA Canada;0.45;0.35;0.09;0.0;0.01;6th Gen;Home Console;Nintendo
9599;NBA Live 2005;PlayStation 2;2004;EA Canada;2.59;2.03;0.21;0.0;0.35;6th Gen;Home Console;Sony
9600;NBA Live 2005;Xbox;2004;EA Canada;0.9;0.81;0.05;0.0;0.04;6th Gen;Home Console;Microsoft
9601;NBA Live 96;PlayStation;1996;EA Canada;0.33;0.16;0.11;0.04;0.02;5th Gen;Home Console;Sony
9602;NBA Live 97;PlayStation;1996;Electronic Arts;1.0;0.55;0.38;0.0;0.07;5th Gen;Home Console;Sony
9603;NBA Live 98;PlayStation;1997;EA Canada;1.51;1.41;0.06;0.0;0.04;5th Gen;Home Console;Sony
9604;NBA Live 99;Nintendo 64;1998;NuFX;0.47;0.45;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9605;NBA Live 99;PlayStation;1998;NuFX;1.21;1.13;0.05;0.0;0.03;5th Gen;Home Console;Sony
9606;NBA ShootOut;PlayStation;1996;Sony Interactive Studios America;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony
9607;NBA ShootOut '97;PlayStation;1997;SCEE London Studio;0.63;0.35;0.24;0.0;0.04;5th Gen;Home Console;Sony
9608;NBA ShootOut 2000;PlayStation;1999;989 Sports;0.4;0.22;0.15;0.0;0.03;5th Gen;Home Console;Sony
9609;NBA ShootOut 2001;PlayStation;2000;989 Sports;0.27;0.15;0.1;0.0;0.02;5th Gen;Home Console;Sony
9610;NBA ShootOut 2001;PlayStation 2;2001;989 Sports;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony
9611;NBA ShootOut 2002;PlayStation;2001;989 Sports;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony
9612;NBA ShootOut 2003;PlayStation 2;2002;989 Sports;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
9613;NBA ShootOut 2004;PlayStation 2;2003;989 Sports;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony
9614;NBA ShootOut 98;PlayStation;1998;Sony Interactive Studios America;0.77;0.43;0.29;0.0;0.05;5th Gen;Home Console;Sony
9615;NBA Showtime: NBA on NBC;Nintendo 64;1999;Eurocom Entertainment Software;0.25;0.23;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
9616;NBA Showtime: NBA on NBC;PlayStation;1999;Eurocom Entertainment Software;0.56;0.31;0.21;0.0;0.04;5th Gen;Home Console;Sony
9617;NBA Starting Five;PlayStation 2;2002;Konami;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
9618;NBA Starting Five;Xbox;2002;Konami;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
9619;NBA Street;GameCube;2002;NuFX;0.43;0.33;0.09;0.0;0.01;6th Gen;Home Console;Nintendo
9620;NBA Street;PlayStation 2;2001;NuFX;2.79;2.19;0.22;0.0;0.38;6th Gen;Home Console;Sony
9621;NBA Street Homecourt;PlayStation 3;2007;EA Canada;0.16;0.13;0.01;0.0;0.02;7th Gen;Home Console;Sony
9622;NBA Street Homecourt;Xbox 360;2007;EA Canada;0.5;0.45;0.01;0.0;0.04;7th Gen;Home Console;Microsoft
9623;NBA Street V3;GameCube;2005;EA Canada;0.3;0.23;0.06;0.0;0.01;6th Gen;Home Console;Nintendo
9624;NBA Street V3;PlayStation 2;2005;EA Canada;1.07;0.52;0.41;0.0;0.14;6th Gen;Home Console;Sony
9625;NBA Street V3;Xbox;2005;EA Canada;0.32;0.28;0.03;0.0;0.01;6th Gen;Home Console;Microsoft
9626;NBA Street Vol. 2;GameCube;2003;EA Canada;0.53;0.41;0.11;0.0;0.01;6th Gen;Home Console;Nintendo
9627;NBA Street Vol. 2;PlayStation 2;2003;EA Canada;1.95;1.69;0.2;0.0;0.06;6th Gen;Home Console;Sony
9628;NBA Street Vol. 2;Xbox;2003;EA Canada;0.68;0.62;0.04;0.0;0.02;6th Gen;Home Console;Microsoft
9629;NBA Street: Showdown;PlayStation Portable;2005;EA Sports;0.22;0.2;0.0;0.0;0.02;6th Gen;Handheld;Sony
9630;NBA in the Zone 2000;Nintendo 64;2000;KCEO;0.04;0.04;0.0;0.0;0.0;5th Gen;Home Console;Nintendo
9631;NBA in the Zone 2000;PlayStation;2000;;0.21;0.12;0.08;0.0;0.01;5th Gen;Home Console;Sony
9632;NCAA Basketball 09;PlayStation 2;2008;EA Canada;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony
9633;NCAA Basketball 09;PlayStation 3;2008;EA Canada;0.16;0.15;0.0;0.0;0.01;7th Gen;Home Console;Sony
9634;NCAA Basketball 09;Xbox 360;2008;EA Canada;0.22;0.2;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
9635;NCAA Basketball 10;PlayStation 3;2009;EA Canada;0.34;0.31;0.0;0.0;0.03;7th Gen;Home Console;Sony
9636;NCAA Basketball 10;Xbox 360;2009;EA Canada;0.33;0.3;0.0;0.0;0.03;7th Gen;Home Console;Microsoft
9637;NCAA Basketball Final Four 97;PlayStation;1997;High Voltage Software;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony
9638;NCAA College Basketball 2K3;GameCube;2002;Kush Games;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
9639;NCAA College Basketball 2K3;PlayStation 2;2002;Kush Games;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony
9640;NCAA College Basketball 2K3;Xbox;2002;Kush Games;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft
9641;NCAA College Football 2K3;GameCube;2002;Visual Concepts;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
9642;NCAA Final Four 2000;PlayStation;1999;989 Sports;0.37;0.21;0.14;0.0;0.02;5th Gen;Home Console;Sony
9643;NCAA Final Four 2001;PlayStation;2000;989 Sports;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony
9644;NCAA Final Four 2001;PlayStation 2;2000;989 Sports;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
9645;NCAA Final Four 2002;PlayStation 2;2001;989 Sports;0.31;0.15;0.12;0.0;0.04;6th Gen;Home Console;Sony
9646;NCAA Final Four 2003;PlayStation 2;2002;989 Sports;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
9647;NCAA Final Four 2004;PlayStation 2;2003;989 Sports;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony
9648;NCAA Football 06;PlayStation 2;2005;EA Tiburon;1.83;1.53;0.05;0.0;0.25;6th Gen;Home Console;Sony
9649;NCAA Football 06;Xbox;2005;EA Tiburon;0.97;0.73;0.21;0.0;0.03;6th Gen;Home Console;Microsoft
9650;NCAA Football 07;PlayStation 2;2006;EA Sports;1.69;1.41;0.05;0.0;0.23;6th Gen;Home Console;Sony
9651;NCAA Football 07;PlayStation Portable;2006;EA Sports;0.37;0.34;0.0;0.0;0.03;6th Gen;Handheld;Sony
9652;NCAA Football 07;Xbox;2006;EA Sports;0.55;0.42;0.12;0.0;0.01;6th Gen;Home Console;Microsoft
9653;NCAA Football 07;Xbox 360;2006;Electronic Arts;0.73;0.67;0.0;0.0;0.06;7th Gen;Home Console;Microsoft
9654;NCAA Football 08;PlayStation 2;2007;EA Tiburon;0.79;0.65;0.03;0.0;0.11;6th Gen;Home Console;Sony
9655;NCAA Football 08;PlayStation 3;2007;EA Tiburon;0.38;0.35;0.0;0.0;0.03;7th Gen;Home Console;Sony
9656;NCAA Football 08;Xbox;2007;EA Tiburon;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
9657;NCAA Football 08;Xbox 360;2007;EA Tiburon;0.7;0.65;0.0;0.0;0.05;7th Gen;Home Console;Microsoft
9658;NCAA Football 09;PlayStation 2;2008;EA Tiburon;0.49;0.4;0.02;0.0;0.07;6th Gen;Home Console;Sony
9659;NCAA Football 09;PlayStation 3;2008;EA Tiburon;0.59;0.54;0.0;0.0;0.05;7th Gen;Home Console;Sony
9660;NCAA Football 09;PlayStation Portable;2008;Team Fusion;0.23;0.21;0.0;0.0;0.02;6th Gen;Handheld;Sony
9661;NCAA Football 09;Xbox 360;2008;EA Tiburon;0.7;0.65;0.0;0.0;0.05;7th Gen;Home Console;Microsoft
9662;NCAA Football 09 All-Play;Wii;2008;Team Fusion;0.16;0.15;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
9663;NCAA Football 10;PlayStation 2;2009;EA Tiburon;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony
9664;NCAA Football 10;PlayStation 3;2009;EA Tiburon;0.81;0.75;0.0;0.0;0.06;7th Gen;Home Console;Sony
9665;NCAA Football 10;PlayStation Portable;2009;EA Tiburon;0.21;0.19;0.0;0.0;0.02;6th Gen;Handheld;Sony
9666;NCAA Football 10;Xbox 360;2009;EA Tiburon;0.94;0.87;0.0;0.0;0.07;7th Gen;Home Console;Microsoft
9667;NCAA Football 11;PlayStation 2;2010;EA Tiburon;0.39;0.19;0.15;0.0;0.05;6th Gen;Home Console;Sony
9668;NCAA Football 11;PlayStation 3;2010;EA Tiburon;0.85;0.79;0.0;0.0;0.06;7th Gen;Home Console;Sony
9669;NCAA Football 11;Xbox 360;2010;EA Tiburon;0.92;0.86;0.0;0.0;0.06;7th Gen;Home Console;Microsoft
9670;NCAA Football 12;PlayStation 3;2011;EA Tiburon;0.84;0.78;0.0;0.0;0.06;7th Gen;Home Console;Sony
9671;NCAA Football 12;Xbox 360;2011;EA Tiburon;1.0;0.94;0.0;0.0;0.06;7th Gen;Home Console;Microsoft
9672;NCAA Football 13;PlayStation 3;2012;EA Tiburon;0.93;0.82;0.0;0.0;0.11;7th Gen;Home Console;Sony
9673;NCAA Football 13;Xbox 360;2012;EA Tiburon;1.11;1.02;0.0;0.0;0.09;7th Gen;Home Console;Microsoft
9674;NCAA Football 14;PlayStation 3;2013;EA Tiburon;0.92;0.75;0.0;0.0;0.17;7th Gen;Home Console;Sony
9675;NCAA Football 14;Xbox 360;2013;EA Tiburon;1.13;1.01;0.0;0.0;0.12;7th Gen;Home Console;Microsoft
9676;NCAA Football 2000;PlayStation;1999;EA Sports;0.95;0.53;0.36;0.0;0.06;5th Gen;Home Console;Sony
9677;NCAA Football 2001;PlayStation;2000;EA Sports;0.7;0.39;0.26;0.0;0.05;5th Gen;Home Console;Sony
9678;NCAA Football 2002;PlayStation 2;2001;EA Tiburon;1.57;0.77;0.6;0.0;0.2;6th Gen;Home Console;Sony
9679;NCAA Football 2003;GameCube;2002;EA Tiburon;0.21;0.16;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
